Offshore_f,50.3
Offshore_g,36
Onshore,25
PV_g,8
PV_c,15
river,14.85
lake,11.375
nuc,115
OCGT,16.5
CCGT,40
PHS,7.5
Battery1,8.925
electrolysis,9.3333
Blue,22.5
Bio,22.5
battery4,21
h2_ccgt,40
