1,ngas1,0
2,ngas1,22.95
3,ngas1,45.9
4,ngas1,68.85
5,ngas1,91.8
6,ngas1,113.75
1,ngas2,0
2,ngas2,22.95
3,ngas2,45.9
4,ngas2,68.85
5,ngas2,91.8
6,ngas2,113.75
1,ngas3,0
2,ngas3,3.21
3,ngas3,6.42
4,ngas3,9.63
5,ngas3,12.84
6,ngas3,16.05
1,biogas3,0
2,biogas3,-19.74
3,biogas3,-39.48
4,biogas3,-59.22
5,biogas3,-78.96
6,biogas3,-98.7
1,methanation3,0
2,methanation3,-19.74
3,methanation3,-39.48
4,methanation3,-59.22
5,methanation3,-78.96
6,methanation3,-98.7
